function,rmse,mean_y
0.0,0.005877425175510442,0.0
1.0,0.005877425175510442,0.0
2.0,0.042827136070795004,0.003763333333333018
3.0,0.301013227157898,0.0971100000000024
4.0,0.00587342180251704,3.3333333340124225e-06
6.0,0.01484048718243003,0.0
8.0,0.01180322198207421,0.00011333333333520083
10.0,0.021656653621577752,0.0012199999999999516
11.0,0.005939207345143631,0.0
12.0,0.21358075195743795,0.07403666666666747
13.0,0.021447875338313865,0.0015333333333334546
15.0,0.4575201648253582,0.2452203757601698
16.0,0.00595193116631168,6.999999999910263e-05
17.0,0.11488636786397295,0.020886666666665405
18.0,0.005877425175510442,0.0
19.0,0.005877425175510442,0.0
20.0,0.01315638232755375,0.0
21.0,0.005877425175510442,0.0
22.0,0.30897126996427615,0.04275666666666742
24.0,0.005904596052478965,6.666666668024845e-06
25.0,0.012008931445502902,0.0006333333333319994
26.0,0.04895388499624402,0.00288666666666965
27.0,0.005877425175510442,0.0
29.0,0.06183590642633562,0.004373333333332994
30.0,0.11928632121037952,0.014020000000000437
32.0,0.023110522524295383,0.0016400000000006305
33.0,0.005884878491247416,0.0
37.0,0.005877425175510442,0.0
38.0,0.0058933636887902145,5.0000000001091394e-05
40.0,0.015177543579310117,0.0010133333333336243
41.0,0.005877091591509037,3.3333333340124225e-06
42.0,0.027141602092607714,0.0021033333333343764
43.0,0.006307987563539173,0.00012000000000019402
44.0,0.005877425175510442,0.0
45.0,0.34494364912532605,0.3440211909274785
46.0,0.008286633837282448,0.0006833333333361224
47.0,0.6867635433309118,1.1835512204372631
48.0,0.18366512055319464,0.14004333333333308
50.0,0.005874685766663418,6.666666668024845e-06
51.0,0.2892752641927056,0.1099430993425176
53.0,0.1632939015836152,0.2
54.0,0.005861893481771077,1.6666666667030465e-05
55.0,0.006662632097806947,0.0
56.0,0.20334076589116112,0.15832999999999933
59.0,0.005824393167186643,9.333333334022124e-05
62.0,0.005877425175510442,0.0
64.0,0.009525411207484034,0.0
67.0,0.0887486738735567,0.013046666666668897
68.0,0.14874066070710898,0.2
69.0,0.016976742641282242,0.0
70.0,0.11842797165346454,0.023706666666669964
71.0,0.00616442603932732,0.0
72.0,0.009049043163139208,0.0037266666666679765
74.0,0.005860691294466238,2.333333333505531e-05
75.0,0.012711304101057813,0.0006700000000000728
77.0,0.21482735668419148,0.03463666666666541
78.0,0.005877425175510442,0.0
79.0,0.005877425175510442,0.0
80.0,0.02258787675199535,0.0018066666666679036
81.0,0.005877425175510442,0.0
82.0,0.09800792047503944,0.010766666666665212
83.0,0.005877425175510442,0.0
85.0,0.010590092807887322,0.0
86.0,0.005877425175510442,0.0
87.0,0.005874168365347099,3.3333333340124225e-06
88.0,0.02033876439647277,0.0
90.0,0.007215481173304463,0.0
91.0,0.006093577616843423,0.00032666666667258447
92.0,0.005877425175510442,0.0
94.0,0.017723967832036693,0.0
95.0,0.006145352477906982,3.3333333340124225e-06
97.0,0.020130342289144492,0.0011399999999988117
98.0,0.18015075997063376,0.2
99.0,0.024930017606889687,0.0
100.0,0.08865450518524667,0.011453333333335347
101.0,0.005877425175510442,0.0
102.0,0.005877425175510442,0.0
103.0,0.006921972116623867,0.0003166666666675155
105.0,0.009028427448246133,0.0
106.0,0.0060135790449706945,0.0
107.0,0.01234042796020887,0.001750000000001819
108.0,0.009600384626566927,0.0
109.0,0.02744911260517074,0.0058766666666694315
110.0,0.00717612295625055,0.00033000000000356523
112.0,0.014527646239718453,0.0
115.0,0.005870121794881322,2.000000000104289e-05
116.0,0.00642153699851231,0.00024999999999939367
117.0,0.009515038267926375,0.0007933333333342792
118.0,0.08505360807306231,0.008470000000000559
119.0,0.006608408749126187,0.0
120.0,0.07994378782074048,0.006876666666667006
121.0,0.1856776236887284,0.046533333333333454
122.0,0.006035168202053509,0.0002300000000044141
123.0,0.005877425175510442,0.0
124.0,0.008695284381913663,0.0008133333333322904
125.0,0.009482974678775085,0.0
127.0,0.00696935158252976,0.0
128.0,4.2061663591708145,3.2755011642600067
130.0,0.005877425175510442,0.0
131.0,0.007918299227172014,0.0003099999999994907
132.0,0.10749335797570524,0.03333333333333333
133.0,0.007613408742836888,0.0
134.0,0.014755903164839823,0.0008100000000013097
135.0,0.011949131510911221,0.0005866666666679521
136.0,0.0667016832345647,0.007043333333328216
137.0,0.005981964357290582,7.666666666712748e-05
138.0,0.005875479522603806,3.6666666665041704e-05
139.0,0.011310178207446293,0.0005866666666679521
140.0,0.005871278275485808,6.666666668024845e-06
141.0,0.22045691832595338,0.10670119719958772
142.0,0.00623124079312418,0.0001400000000012369
143.0,0.005877425175510442,0.0
144.0,0.005860740400000068,1.6666666667030465e-05
145.0,0.008675210124120186,0.0005633333333328968
146.0,0.05597606043902022,0.005889999999999418
147.0,0.01762931041740692,0.0012966666666670789
148.0,0.005877425175510442,0.0
