function,rmse,mean_y
0.0,0.12604531510684638,0.019596666666666353
1.0,0.012318052190049847,0.0005633333333328968
2.0,0.017090146672568206,0.0025199999999980112
3.0,0.11329123654164243,0.029993333333331974
4.0,0.005877425175510442,0.0
5.0,0.006189371511683803,0.0001400000000012369
7.0,0.37703038042775916,0.35951182182470803
8.0,0.008617615426785116,0.00039000000000063056
9.0,0.03801423488512501,0.002860000000000582
10.0,0.005865615290810786,5.333333333207217e-05
11.0,0.005877425175510442,0.0
12.0,0.0058745184726374045,3.3333333340124225e-06
15.0,0.048231859393997226,0.0
16.0,0.008158892418018931,0.0
17.0,0.0072323685258072505,0.0
18.0,0.019220430215856458,0.002503333333355234
19.0,0.005890865303421139,0.0
21.0,0.07520035785863513,0.0046266666666664
22.0,0.005877425175510442,0.0
24.0,0.03297272748273044,0.0034433333333314903
25.0,0.021359273948888945,0.002119999999998375
26.0,0.006188884383042435,0.0001400000000012369
27.0,0.013792216687440318,0.0004333333333336971
28.0,0.1299950609019404,0.03292000000000068
29.0,0.006349471236115595,0.0003833333333356374
30.0,0.008459129832112191,5.333333333207217e-05
31.0,1.4432906987526635,3.8160004866996253
35.0,0.014223385652063008,0.0023599999999805734
37.0,0.005877425175510442,0.0
38.0,0.025846743614438963,0.003040000000000873
39.0,0.012106993156649964,0.0016099999999975505
40.0,0.005877425175510442,0.0
41.0,0.011347392252182011,0.0
43.0,0.11378098165634468,0.01633000000000114
44.0,0.008019261192193226,0.0
45.0,0.05475542497369198,0.003070000000000922
46.0,0.08982745933558418,0.009363333333333989
48.0,0.005877425175510442,0.0
49.0,0.2638562562433285,0.09269333333333635
