function,rmse,mean_y
0.0,0.00030996774025695,0.0
1.0,0.00041811792594912745,0.0
2.0,0.046200805712057605,0.003763333333333018
3.0,0.28484065378323425,0.0971100000000024
4.0,9.76118333049e-05,3.3333333340124225e-06
6.0,0.00115267496719587,0.0
8.0,0.0041830974528517285,0.00011333333333520083
10.0,0.020937736445935752,0.0012199999999999516
11.0,0.012248699020576292,0.0
12.0,0.2533370299914549,0.07403666666666747
13.0,0.021034007370336106,0.0015333333333334546
15.0,0.4368514315522405,0.2452203757601698
16.0,0.0012069480049402336,6.999999999910263e-05
17.0,0.13828327770635346,0.020886666666665405
18.0,0.0,0.0
19.0,0.000262,0.0
20.0,0.0018713350118743214,0.0
21.0,0.0002241463807425853,0.0
22.0,0.30624976492113265,0.04275666666666742
24.0,0.0008533432740310944,6.666666668024845e-06
25.0,0.010955011175994334,0.0006333333333319994
26.0,0.04820531760053633,0.00288666666666965
27.0,6.287702283028356e-05,0.0
29.0,0.05961066843695583,0.004373333333332994
30.0,0.11546425125510017,0.014020000000000437
32.0,0.022003062593346903,0.0016400000000006305
33.0,0.0006538048893464574,0.0
37.0,0.0,0.0
38.0,0.0008657563129229961,5.0000000001091394e-05
40.0,0.014523106682980982,0.0010133333333336243
41.0,6.090418705907616e-05,3.3333333340124225e-06
42.0,0.02661248082440243,0.0021033333333343764
43.0,0.002410707121022169,0.00012000000000019402
44.0,0.0,0.0
45.0,0.3348546046667871,0.3440211909274785
46.0,0.006453921834057892,0.0006833333333361224
47.0,0.6946547616777224,1.1835512204372631
48.0,0.34567843383566826,0.14004333333333308
50.0,0.00011937346161827901,6.666666668024845e-06
51.0,0.2823212803246287,0.1099430993425176
53.0,0.4307919064386919,0.2
54.0,0.0002380207693994224,1.6666666667030465e-05
55.0,0.0029664177515425346,0.0
56.0,0.3848409714176739,0.15832999999999933
59.0,0.0005081774624514274,9.333333334022124e-05
62.0,0.6004699971731143,0.0
64.0,0.0030320098861976027,0.0
67.0,0.10332473931249635,0.013046666666668897
68.0,0.4287518228419607,0.2
69.0,0.0012253962379573395,0.0
70.0,0.1174221531157638,0.023706666666669964
71.0,0.02359395804826595,0.0
72.0,0.008741642701860156,0.0037266666666679765
74.0,0.00038918354709977936,2.333333333505531e-05
75.0,0.01158687316967046,0.0006700000000000728
77.0,0.17634695413309956,0.03463666666666541
78.0,0.0,0.0
79.0,1.0066445913694333e-06,0.0
80.0,0.022203045084441337,0.0018066666666679036
