function,rmse,mean_y
0.0,0.0002573028355598803,0.0
1.0,0.002271367380440663,9.000000000014533e-05
2.0,0.004720423215971584,0.00010333333333316333
3.0,0.1417854202130866,0.0971100000000024
4.0,6.046106334715713e-05,3.333333334012333e-06
6.0,0.001769450954760817,0.0
8.0,0.02258405308742461,0.00022000000000237598
10.0,0.008882307151950982,0.0012199999999999514
11.0,0.027809810966699575,0.0
12.0,0.1060058767306523,0.07403666666666747
13.0,0.02398931308801445,0.0015333333333334544
15.0,0.15429058153237307,0.20515999999999926
16.0,0.0012126727574669639,6.999999999910233e-05
17.0,0.08304535497064018,0.020886666666665405
20.0,0.008259687232499239,0.0
21.0,0.03839384796164126,0.0022166666666665453
22.0,0.19374321661301908,0.04274666666666841
24.0,0.006472281739013738,6.666666668024666e-06
25.0,0.010969821626712388,0.0006333333333319993
26.0,0.04796146985827369,0.0028866666666696496
27.0,1.7555922840485907e-05,0.0
29.0,0.04915484720696135,0.004373333333332994
30.0,0.130272641369048,0.014020000000000437
32.0,0.01376058036803825,0.0014566666666663267
33.0,0.0038214539073198376,0.0
38.0,0.000866228505494579,5.000000000109133e-05
40.0,0.011493893376186951,0.0010166666666676367
41.0,6.0366419432689655e-05,3.333333334012333e-06
42.0,0.02911215514784991,0.0021033333333343764
43.0,0.006880379093868909,0.00018666666666831565
45.0,0.3703207165429345,0.34227130117630017
46.0,0.007937405967926591,0.0007800000000012606
47.0,0.7166156524434995,1.1849851108168725
48.0,0.13467789974295732,0.14004333333333308
50.0,0.00011683776258775104,6.666666668024666e-06
51.0,0.29956170376115865,0.13203333333334133
55.0,0.007562201326323075,0.0
56.0,0.16745622779388114,0.15832999999999933
59.0,0.00043232750685278244,8.000000000720166e-05
62.0,0.018372114242717067,0.0
64.0,0.005804972758704259,0.0
67.0,0.11408405177436778,0.013046666666668897
69.0,0.007122231591454313,0.0
70.0,0.11753371635601831,0.019313333333335927
71.0,0.020241492507389183,0.0
72.0,0.009442566993545337,0.0036800000000008827
74.0,0.000249533975165226,2.333333333505467e-05
75.0,0.011098187206544142,0.0006700000000000727
77.0,0.1046414286113869,0.03463666666666541
79.0,1.7542979296774744e-05,0.0
80.0,0.031336774902401006,0.0018066666666679036
81.0,0.0012222586932281014,0.0
82.0,0.07109911550513165,0.010766666666665212
83.0,1.755885263253583e-05,0.0
